time,labels
0.17481482,tPNf
0.2259887,tPNf
0.24390244,tPNf
0.1686217,tPNf
0.1529052,tPNf
0.16176471,tPNf
0.2,tPNf
0.19185059,tPNf
0.14285715,tPNf
0.14919356,tPNf
0.18317758,tPNf
0.22881356,tPNf
0.21186441,tPNf
0.17619048,tPNf
0.17984694,tPNf
0.12366231,tPNf
0.18122977,tPNf
0.202995,tPNf
0.19937205,tPNf
0.20133111,tPNf
0.1702454,tPNf
0.13106796,tPNf
0.27287853,t2
0.205,t2
0.19436997,t2
0.203125,t2
0.19152276,t2
0.2315341,t2
0.23294508,t2
0.28478965,t2
0.2937853,t2
0.3127962,t2
0.27027026,t2
0.22074074,t2
0.24380705,t2
0.19917865,t2
0.22382198,t2
0.21484992,t2
0.22386059,t2
0.22012578,t2
0.15837105,t2
0.26288658,t2
0.22702703,t2
0.25981307,t2
0.315197,t2
0.20811519,t2
0.24285714,t2
0.17515923,t2
0.18809524,t2
0.20093457,t2
0.22613065,t2
0.25,t2
0.19107392,t2
0.24448217,t2
0.24909091,t2
0.24537037,t2
0.22171254,t2
0.17737003,t2
0.16644473,t2
0.19337979,t2
0.21800947,t2
0.24259259,t2
0.18914956,t2
0.25,t2
0.20643431,t2
0.24796748,t2
0.19418961,t2
0.22222222,t2
0.21045919,t2
0.36571428,t2
0.23703703,t2
0.2324511,t2
0.23943663,t2
0.23076923,t2
0.1411043,t2
0.19337979,t2
0.22357723,t2
0.20623146,t2
0.1590214,t2
0.2140575,t2
0.27439025,t2
0.2682927,t2
0.2565284,t2
0.1977492,t2
0.24728261,t2
0.17489421,t2
0.27877948,t2
0.1661721,t2
0.17125382,t2
0.21022727,t2
0.1521739,t2
0.23529412,t2
0.2580645,t2
0.19215156,t2
0.18404908,t2
0.2551724,t2
0.2064057,t2
0.23795621,t2
0.1677763,t2
0.24096386,t2
0.25341427,t2
0.2511774,t2
0.23538704,t2
0.2846847,t2
0.25845736,t2
0.17659138,t2
0.21297602,t2
0.2800926,t2
0.22239263,t2
0.17356688,t2
0.2266881,t2
0.2091195,t2
0.1826793,t2
0.23880596,t2
0.25908372,t2
0.29542303,t2
0.21260998,t2
0.34497815,t2
0.24,t2
0.17799352,t2
0.16547619,t2
0.3020638,t2
0.22107081,t2
0.26975945,t2
0.18066743,t2
0.23252033,t2
0.23190045,t2
0.24597701,t2
0.2504065,t2
0.31085527,t2
0.20176731,t2
0.16591252,t2
0.23003195,t2
0.17113665,t2
0.23592493,t2
0.20189275,t2
0.2452174,t2
0.27714285,t2
0.24846625,t2
0.2742857,t2
0.27617604,t2
0.24819277,t2
0.22619048,t2
0.23529412,t2
0.1904762,t2
0.20505992,t2
0.17791411,t2
0.24731183,t2
0.29192546,t2
0.30140486,t2
0.20310296,t2
0.20516305,t2
0.19746122,t2
0.20477387,t2
0.25597748,t2
0.27841634,t2
0.2881356,t2
0.18527043,t2
0.2662037,t2
0.20489296,t2
0.19648562,t2
0.20754717,t2
0.21921515,t2
0.17043121,t2
0.2371134,t2
0.2631579,t2
0.22518519,t2
0.1904762,t2
0.2389937,t2
0.26975945,t2
0.23863636,t2
0.21482413,t2
0.22296172,t2
0.20169252,t2
0.18666667,t2
0.2082019,t2
0.18042813,t2
0.22605966,t2
0.27317074,t2
0.25565216,t2
0.25679758,t2
0.22909091,t2
0.28780487,t2
0.20737328,t2
0.29272726,t2
0.17066291,t2
0.19818182,t2
0.20380434,t2
0.19818182,t2
0.22429906,t2
0.26045015,t2
0.19667944,t2
0.2674897,t2
0.17512077,t2
0.16019417,t2
0.22168285,t2
0.21774194,t2
0.29757345,t2
0.19072165,t2
0.22061191,t2
0.20234604,t2
0.19579288,t2
0.28455284,t2
0.22164276,t2
0.25777778,t2
0.14387634,t2
0.23592493,t2
0.21193093,t2
0.29643527,t2
0.24320242,t2
0.18552037,t2
0.22370617,t2
0.26955074,t2
0.15048544,t2
0.21673526,t2
0.2237037,t2
0.18545994,t2
0.22605364,t2
0.17799352,t2
0.26572326,t2
0.26357827,t2
0.2084507,t2
0.31666666,t3
0.25477707,t3
0.26518518,t3
0.22990127,t3
0.23485968,t3
0.36857143,t3
0.23088685,t3
0.23908046,t3
0.32457787,t3
0.18906064,t3
0.35084426,t3
0.35084426,t3
0.25477707,t3
0.3305921,t3
0.26434782,t3
0.2730159,t3
0.28959277,t3
0.20795107,t3
0.3270142,t3
0.27130434,t3
0.20183486,t3
0.26782608,t3
0.2672956,t3
0.26973686,t3
0.30324075,t3
0.19418961,t3
0.34123224,t3
0.23538704,t3
0.2669221,t3
0.27652174,t3
0.24170616,t3
0.27203065,t3
0.25316456,t3
0.18501529,t3
0.26436782,t3
0.2452381,t3
0.18654434,t3
0.24554184,t3
0.2850575,t3
0.19266056,t3
0.28453946,t3
0.30235782,t3
0.3125,t3
0.33965245,t3
0.22520107,t3
0.27203065,t3
0.20948012,t3
0.356623,t3
0.32037038,t3
0.22284909,t3
0.21609196,t3
0.27572018,t3
0.26283988,t3
0.2743484,t3
0.2573913,t3
0.23908046,t3
0.22990127,t3
0.23633678,t3
0.28733033,t3
0.356623,t3
0.2510288,t3
0.28545454,t3
0.26947638,t3
0.22477064,t3
0.20642202,t3
0.23394495,t3
0.21149425,t3
0.14834437,t3
0.31447586,t3
0.25662482,t3
0.34896812,t3
0.32385466,t3
0.24828532,t3
0.18042813,t3
0.23696682,t3
0.2816742,t3
0.22528736,t3
0.24486572,t3
0.24404761,t3
0.28532237,t3
0.24889544,t3
0.2850575,t3
0.26947638,t3
0.29276314,t3
0.2850575,t3
0.29850745,t3
0.2229885,t3
0.22143865,t3
0.22359397,t3
0.20795107,t3
0.26814815,t3
0.27046263,t3
0.22018349,t3
0.33175355,t3
0.24889544,t3
0.26151314,t3
0.19724771,t3
0.2598684,t3
0.23485968,t3
0.3074074,t3
0.27130434,t3
0.25662482,t3
0.29913044,t3
0.22477064,t3
0.2839674,t3
0.2868098,t3
0.22758621,t3
0.2868098,t3
0.29913044,t3
0.28735632,t3
0.17584097,t3
0.24528302,t3
0.3206951,t3
0.31666666,t3
0.25477707,t3
0.31894934,t3
0.22068965,t3
0.31296295,t3
0.17889908,t3
0.30086955,t3
0.25287357,t3
0.24175824,t3
0.24842767,t3
0.27833334,t3
0.30921054,t3
0.2626087,t3
0.2580645,t3
0.24159022,t3
0.28782895,t3
0.22520107,t3
0.3270142,t3
0.24328594,t3
0.18195719,t3
0.25913045,t3
0.31707317,t3
0.29913044,t3
0.28289473,t3
0.27960527,t3
0.26666668,t3
0.31666666,t3
0.25662482,t3
0.29652998,t3
0.14834437,t3
0.2894309,t3
0.25662482,t3
0.3305921,t3
0.27960527,t3
0.2672956,t3
0.25822368,t3
0.26334518,t3
0.26151314,t3
0.23928571,t3
0.25747126,t3
0.30513176,t3
0.18906064,t3
0.31332082,t3
0.33020636,t3
0.2598684,t3
0.32082552,t3
0.22255193,t3
0.27631578,t3
0.27023318,t3
0.22906794,t3
0.3217993,t3
0.2551724,t3
0.25977013,t3
0.23045267,t3
0.25523013,t3
0.2537723,t3
0.28846154,t3
0.22748815,t3
0.20336391,t3
0.26512456,t3
0.29043478,t3
0.19877675,t3
0.35225618,t3
0.30513176,t3
0.24404761,t3
0.291954,t3
0.2853261,t3
0.31332082,t3
0.25118482,t3
0.26522326,t3
0.2911184,t3
0.3305921,t3
0.24511082,t3
0.2859425,t3
0.31613976,t3
0.20795107,t3
0.20795107,t3
0.23696682,t3
0.31907895,t3
0.27833334,t3
0.3037448,t3
0.27846366,t3
0.2510288,t3
0.21681416,t3
0.14569536,t3
0.22520107,t3
0.280543,t3
0.3136915,t4
0.28778136,t4
0.35209003,t4
0.34662578,t4
0.34276205,t4
0.35939643,t4
0.33333334,t4
0.28899083,t4
0.33333334,t4
0.31132075,t4
0.38996765,t4
0.37565216,t4
0.37714285,t4
0.35225376,t4
0.24395162,t4
0.35703,t4
0.31304348,t4
0.39378238,t4
0.33043477,t4
0.33333334,t4
0.4279141,t4
0.26760563,t4
0.26506025,t4
0.3527508,t4
0.3383915,t4
0.26541555,t4
0.29761904,t4
0.41104296,t4
0.29458597,t4
0.36909324,t4
0.30523628,t4
0.35231316,t4
0.29209623,t4
0.24770643,t4
0.2522936,t4
0.3170347,t4
0.42181817,t4
0.3757764,t4
0.27687776,t4
0.28835228,t4
0.22551928,t4
0.403576,t4
0.39430895,t4
0.24456522,t4
0.2415459,t4
0.28281462,t4
0.3873874,t4
0.24642856,t4
0.32777777,t4
0.3109756,t4
0.38285714,t4
0.25603217,t4
0.3491311,t4
0.2899106,t4
0.38647342,t4
0.33731344,t4
0.3665087,t4
0.30926216,t4
0.24148148,t4
0.29885057,t4
0.35365853,t4
0.3196159,t4
0.3597561,t4
0.3202417,t4
0.4493865,t4
0.34552845,t4
0.26237053,t4
0.37380192,t4
0.27163783,t4
0.36,t4
0.31757754,t4
0.30714285,t4
0.29968455,t4
0.33174604,t4
0.33542714,t4
0.40150094,t4
0.3495475,t4
0.4095092,t4
0.29126215,t4
0.2774799,t4
0.2675841,t4
0.33037037,t4
0.30560273,t4
0.38651314,t4
0.34814814,t4
0.25745684,t4
0.33225808,t4
0.3032929,t4
0.32636657,t4
0.2600536,t4
0.335,t4
0.331761,t4
0.37037036,t4
0.19860627,t4
0.31409168,t4
0.31240875,t4
0.34954956,t4
0.27851853,t4
0.33947772,t4
0.3130545,t4
0.31723028,t4
0.29816514,t4
0.34123224,t4
0.32386363,t4
0.34460548,t4
0.31223628,t4
0.25478646,t4
0.23592493,t4
0.31566265,t4
0.44104803,t4
0.23413259,t4
0.40192044,t4
0.33454546,t4
0.30634922,t4
0.3298969,t4
0.31588784,t4
0.2948113,t4
0.29905277,t4
0.33152175,t4
0.2673716,t4
0.3024055,t4
0.20858896,t4
0.24664879,t4
0.2580645,t4
0.25222552,t4
0.33513513,t4
0.2810047,t4
0.4250364,t4
0.35609755,t4
0.35545024,t4
0.39399624,t4
0.2919937,t4
0.31428573,t4
0.33777037,t4
0.30691057,t4
0.02489019,t4
0.3840878,t4
0.30846775,t4
0.30126184,t4
0.36216217,t4
0.28225806,t4
0.3678161,t4
0.29411766,t4
0.24646781,t4
0.37761194,t4
0.28263626,t4
0.30805686,t4
0.329582,t4
0.3148148,t4
0.35326087,t4
0.32289156,t4
0.34727272,t4
0.3392283,t4
0.4017857,t4
0.4410569,t4
0.3611111,t4
0.2324159,t4
0.36120996,t4
0.31029618,t4
0.32104453,t4
0.3128991,t4
0.27903226,t4
0.30217028,t4
0.4170616,t4
0.44,t4
0.34,t4
0.28928572,t4
0.34745762,t4
0.31942633,t4
0.3697749,t4
0.32053423,t4
0.29204893,t4
0.3298969,t4
0.042459738,t4
0.3609831,t4
0.35487804,t4
0.35586736,t4
0.33333334,t4
0.2853261,t4
0.2293578,t4
0.3154574,t4
0.32707775,t4
0.35903615,t4
0.34662044,t4
0.38643533,t4
0.2689747,t4
0.29891303,t4
0.39643347,t4
0.38198197,t4
0.05124451,t4
0.32565284,t4
0.41921398,t4
0.28942809,t4
0.47142857,t4
0.30985916,t4
0.25728154,t4
0.28865978,t4
0.37483084,t4
0.3117117,t4
0.40873015,t4
0.31553397,t5
0.28061223,t5
0.35107732,t5
0.40460527,t5
0.2604712,t5
0.30122325,t5
0.43933588,t5
0.3728278,t5
0.45731708,t5
0.34375,t5
0.3618421,t5
0.30733946,t5
0.54285717,t5
0.33612272,t5
0.41118422,t5
0.4457216,t5
0.28134558,t5
0.33333334,t5
0.39945653,t5
0.40347826,t5
0.3398374,t5
0.5371429,t5
0.26452598,t5
0.054172765,t5
0.3821138,t5
0.29204893,t5
0.34564254,t5
0.43759874,t5
0.4879227,t5
0.31887755,t5
0.4326123,t5
0.44918698,t5
0.25246826,t5
0.26093516,t5
0.33545917,t5
0.42238805,t5
0.29719388,t5
0.41776314,t5
0.44809687,t5
0.46932516,t5
0.2835596,t5
0.30833334,t5
0.29057592,t5
0.26694044,t5
0.2607143,t5
0.24880952,t5
0.2617801,t5
0.2737003,t5
0.33637547,t5
0.25,t5
0.3494898,t5
0.360601,t5
0.38,t5
0.3807267,t5
0.29562595,t5
0.29562595,t5
0.29591838,t5
0.32730016,t5
0.39945653,t5
0.45230263,t5
0.3317757,t5
0.3908046,t5
0.29761904,t5
0.32200646,t5
0.3536184,t5
0.49436393,t5
0.34703946,t5
0.3233909,t5
0.20289855,t5
0.3955095,t5
0.47765008,t5
0.2797619,t5
0.26798308,t5
0.26785713,t5
0.2473822,t5
0.28023598,t5
0.34074074,t5
0.4512195,t5
0.35520363,t5
0.49079755,t5
0.41492537,t5
0.40095848,t5
0.29404762,t5
0.25791857,t5
0.29713425,t5
0.31666666,t5
0.39178514,t5
0.40173912,t5
0.29498526,t5
0.45083013,t5
0.4276316,t5
0.27217126,t5
0.29319373,t5
0.50885665,t5
0.39310345,t5
0.37366548,t5
0.33467743,t5
0.27785614,t5
0.41203704,t5
0.38294992,t5
0.37073863,t5
0.31428573,t5
0.30484694,t5
0.25221238,t5
0.054172765,t5
0.45454547,t5
0.43079585,t5
0.42537314,t5
0.2591623,t5
0.3380102,t5
0.3347398,t5
0.3737226,t5
0.44572368,t5
0.4207317,t5
0.38159674,t5
0.35459185,t5
0.30733946,t5
0.30618402,t5
0.4708589,t5
0.49539876,t5
0.25833333,t5
0.39444444,t5
0.31391585,t5
0.39673913,t5
0.48470208,t5
0.42401502,t5
0.24188791,t5
0.35204083,t5
0.4457216,t5
0.33333334,t5
0.2741546,t5
0.42238805,t5
0.38159674,t5
0.25528914,t5
0.4687101,t5
0.33962265,t5
0.375,t5
0.3548796,t5
0.28318584,t5
0.2693935,t5
0.33182505,t5
0.25942686,t5
0.3963816,t5
0.43598616,t5
0.29027963,t5
0.33545917,t5
0.5056361,t5
0.26811594,t5
0.32967034,t5
0.29027963,t5
0.28490832,t5
0.5371429,t5
0.30476192,t5
0.49597424,t5
0.36727878,t5
0.2820513,t5
0.1697861,t5
0.25564805,t5
0.3300813,t5
0.33925927,t5
0.3759036,t5
0.2675841,t5
0.50402576,t5
0.48773006,t5
0.36199096,t5
0.29969418,t5
0.3494898,t5
0.4276316,t5
0.34604105,t5
0.30406505,t5
0.31229773,t5
0.3317757,t5
0.44699872,t5
0.26546004,t5
0.4858757,t5
0.4409938,t5
0.44827586,t5
0.47699386,t5
0.35234475,t5
0.26785713,t5
0.34086958,t5
0.342812,t5
0.449553,t5
0.35972852,t5
0.32200646,t5
0.2752613,t5
0.3744076,t5
0.41829267,t5
0.27149323,t5
0.43012422,t5
0.31806284,t5
0.43933588,t5
0.33594978,t5
0.34311223,t5
0.43914473,t5
0.33881578,t5
0.3239796,t5
0.29719388,t5
0.3482143,t5
0.25339368,t5
0.29246676,t6
0.40083218,t6
0.4142661,t6
0.4978166,t6
0.1764706,t6
0.39310345,t6
0.3984127,t6
0.32873562,t6
0.39246467,t6
0.34556574,t6
0.4,t6
0.3149847,t6
0.45962733,t6
0.41296297,t6
0.4201278,t6
0.41262135,t6
0.4677914,t6
0.5080058,t6
0.38134432,t6
0.4456522,t6
0.41428572,t6
0.3586207,t6
0.34449095,t6
0.46998724,t6
0.41391304,t6
0.3726415,t6
0.42902207,t6
0.37913042,t6
0.36305732,t6
0.28134558,t6
0.43333334,t6
0.5054348,t6
0.42332268,t6
0.45394737,t6
0.44770408,t6
0.4537037,t6
0.37461773,t6
0.3789607,t6
0.4293478,t6
0.37241378,t6
0.4631902,t6
0.31019202,t6
0.3165761,t6
0.2791728,t6
0.35626912,t6
0.45833334,t6
0.19337748,t6
0.35826087,t6
0.37011495,t6
0.35478806,t6
0.45555556,t6
0.38149557,t6
0.3100616,t6
0.33136967,t6
0.4918478,t6
0.39089483,t6
0.4058722,t6
0.31138545,t6
0.42782608,t6
0.45210728,t6
0.32373112,t6
0.4162963,t6
0.4661558,t6
0.45552146,t6
0.31008902,t6
0.31039757,t6
0.3689168,t6
0.3264402,t6
0.35632184,t6
0.32873562,t6
0.49344978,t6
0.32380953,t6
0.38790035,t6
0.4628821,t6
0.40148148,t6
0.47239265,t6
0.4,t6
0.49344978,t6
0.4293553,t6
0.3704348,t6
0.34019205,t6
0.34177214,t6
0.4559387,t6
0.45244566,t6
0.41909385,t6
0.3149847,t6
0.45394737,t6
0.5885714,t6
0.2767584,t6
0.48918468,t6
0.34672618,t6
0.46625766,t6
0.46755406,t6
0.42962962,t6
